id,answered,concerned_teacher,how_teacher,have_teacher,respect_teacher,disrespectful_people,understand_people,energy_school,fights_students,support_adults,fair_rules,online_bully,respect_students,behavior_students,school_violence,belong_school,excited_teacher,adult_help
stu-e1-433,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-434,y,Slightly concerned,Almost never,Somewhat excited,Slightly respectful,Frequently,Understand a little,Neither negative or positive,Once in a while,No support at all,Slightly fair,Extremely likely,No respect at all,Hurts my learning a little bit,Almost never,Belong somewhat,Almost never,Extremely difficult
stu-e1-435,y,Not at all concerned,Once in a while,Slightly excited,Slightly respectful,Sometimes,Understand somewhat,Slightly negative,Sometimes,Quite a bit of support,Slightly unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Almost never,Not at all difficult
stu-e1-436,y,Not at all concerned,Almost never,Somewhat excited,Somewhat respectful,Almost always,Understand somewhat,Slightly negative,Once in a while,Some support,Neither unfair or fair,Slightly likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong quite a bit,Once in a while,Slightly difficult
stu-e1-437,y,Somewhat concerned,Frequently,Somewhat excited,Slightly respectful,Frequently,Understand somewhat,Neither negative or positive,Sometimes,Quite a bit of support,Slightly fair,Quite likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Almost never,Slightly difficult
stu-e1-438,y,Slightly concerned,Almost never,Slightly excited,Not at all respectful,Sometimes,Understand somewhat,Neither negative or positive,Almost always,Some support,Neither unfair or fair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Sometimes,Quite difficult
stu-e1-439,n,Slightly concerned,Sometimes,Quite excited,Quite respectful,Almost never,Completely understand,Neither negative or positive,Sometimes,A little bit of support,Slightly unfair,Somewhat likely,Some respect,Helps my learning a little bit,Almost always,Do not belong at all,Almost always,Somewhat difficult
stu-e1-440,y,Quite concerned,Frequently,Extremely excited,Extremely respectful,Once in a while,Understand quite a bit,Somewhat positive,Once in a while,Some support,Very fair,Not at all likely,A little bit of respect,Hurts my learning a little bit,Once in a while,Belong quite a bit,Sometimes,Slightly difficult
stu-e1-441,y,Not at all concerned,Once in a while,Not at all excited,Slightly respectful,Sometimes,Understand quite a bit,Slightly positive,Frequently,A tremendous amount of support,Very fair,Not at all likely,Some respect,Hurts my learning a little bit,Once in a while,Belong quite a bit,Sometimes,Not at all difficult
stu-e1-442,y,Not at all concerned,Almost never,Slightly excited,Not at all respectful,Almost always,Do not understand at all,Neither negative or positive,Once in a while,A little bit of support,Slightly fair,Extremely likely,No respect at all,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Sometimes,Extremely difficult
stu-e1-443,y,Not at all concerned,Sometimes,Quite excited,Somewhat respectful,Sometimes,Understand somewhat,Neither negative or positive,Almost never,A little bit of support,Slightly fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Once in a while,Quite difficult
stu-e1-444,y,Extremely concerned,Frequently,Quite excited,Quite respectful,Once in a while,Completely understand,Neither negative or positive,Frequently,A tremendous amount of support,Slightly unfair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Sometimes,Somewhat difficult
stu-e1-445,y,Not at all concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost never,Understand somewhat,Slightly positive,Frequently,A little bit of support,Very fair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Once in a while,Completely belong,Frequently,Quite difficult
stu-e1-446,y,Not at all concerned,Almost never,Not at all excited,Slightly respectful,Frequently,Understand somewhat,Slightly positive,Almost always,A little bit of support,Somewhat fair,Somewhat likely,A tremendous amount of respect,Helps my learning some,Sometimes,Belong a little bit,Almost never,Extremely difficult
stu-e1-447,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-448,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-449,y,Quite concerned,Frequently,Extremely excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Sometimes,Some support,Very fair,Somewhat likely,Some respect,Hurts my learning a little bit,Sometimes,Belong quite a bit,Once in a while,Quite difficult
stu-e1-450,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-451,y,Quite concerned,Frequently,Quite excited,Quite respectful,Sometimes,Understand quite a bit,Slightly positive,Frequently,Quite a bit of support,Slightly fair,Not at all likely,Some respect,Neither helps nor hurts my learning,Almost never,Completely belong,Frequently,Somewhat difficult
stu-e1-452,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-453,y,Not at all concerned,Once in a while,Slightly excited,Not at all respectful,Once in a while,Understand quite a bit,Somewhat positive,Frequently,A tremendous amount of support,Neither unfair or fair,Slightly likely,A tremendous amount of respect,Helps my learning a little bit,Frequently,Do not belong at all,Sometimes,Slightly difficult
stu-e1-454,n,Slightly concerned,Almost never,Somewhat excited,Slightly respectful,Frequently,Understand a little,Neither negative or positive,Sometimes,No support at all,Slightly unfair,Quite likely,Quite a bit of respect,Helps my learning a tremendous amount,Almost always,Belong somewhat,Almost never,Extremely difficult
stu-e1-455,n,Not at all concerned,Sometimes,Slightly excited,Not at all respectful,Sometimes,Understand a little,Neither negative or positive,Frequently,A tremendous amount of support,Slightly unfair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Almost never,Not at all difficult
stu-e1-456,n,Somewhat concerned,Sometimes,Slightly excited,Not at all respectful,Sometimes,Understand somewhat,Neither negative or positive,Frequently,A little bit of support,Slightly fair,Somewhat likely,Some respect,Helps my learning a little bit,Almost never,Belong somewhat,Sometimes,Extremely difficult
stu-e1-457,n,Not at all concerned,Once in a while,Not at all excited,Not at all respectful,Almost always,Understand somewhat,Slightly positive,Once in a while,Quite a bit of support,Neither unfair or fair,Slightly likely,No respect at all,Hurts my learning a little bit,Once in a while,Completely belong,Once in a while,Slightly difficult
stu-e1-458,y,Extremely concerned,Sometimes,Slightly excited,Slightly respectful,Once in a while,Understand somewhat,Neither negative or positive,Almost never,A tremendous amount of support,Slightly fair,Somewhat likely,No respect at all,Neither helps nor hurts my learning,Once in a while,Belong quite a bit,Sometimes,Slightly difficult
stu-e1-459,n,Slightly concerned,Sometimes,Slightly excited,Somewhat respectful,Almost never,Completely understand,Neither negative or positive,Almost never,Some support,Slightly fair,Not at all likely,No respect at all,Hurts my learning some,Sometimes,Belong a little bit,Sometimes,Slightly difficult
stu-e1-460,y,Slightly concerned,Almost never,Not at all excited,Not at all respectful,Almost never,Understand somewhat,Slightly negative,Once in a while,A tremendous amount of support,Somewhat unfair,Slightly likely,No respect at all,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Once in a while,Not at all difficult
stu-e1-461,y,Not at all concerned,Almost never,Somewhat excited,Quite respectful,Frequently,Understand somewhat,Slightly positive,Once in a while,Quite a bit of support,Somewhat fair,Quite likely,A little bit of respect,Hurts my learning some,Once in a while,Belong quite a bit,Almost always,Not at all difficult
stu-e1-462,y,Not at all concerned,Almost never,Somewhat excited,Somewhat respectful,Almost never,Completely understand,Neither negative or positive,Frequently,No support at all,Slightly unfair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Belong somewhat,Once in a while,Extremely difficult
stu-e1-463,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-464,n,Extremely concerned,Frequently,Somewhat excited,Slightly respectful,Once in a while,Understand somewhat,Neither negative or positive,Almost never,No support at all,Slightly fair,Somewhat likely,A little bit of respect,Hurts my learning some,Once in a while,Belong somewhat,Almost never,Extremely difficult
stu-e1-465,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-466,n,Slightly concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Almost always,A tremendous amount of support,Slightly fair,Slightly likely,A tremendous amount of respect,Helps my learning some,Almost never,Belong quite a bit,Once in a while,Somewhat difficult
stu-e1-467,y,Quite concerned,Frequently,Somewhat excited,Slightly respectful,Once in a while,Understand quite a bit,Very positive,Frequently,Quite a bit of support,Very fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Almost never,Somewhat difficult
stu-e1-468,y,Slightly concerned,Once in a while,Somewhat excited,Quite respectful,Sometimes,Understand a little,Very negative,Once in a while,A little bit of support,Neither unfair or fair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Sometimes,Somewhat difficult
stu-e1-469,y,Somewhat concerned,Sometimes,Somewhat excited,Somewhat respectful,Once in a while,Understand quite a bit,Slightly positive,Almost never,No support at all,Somewhat fair,Slightly likely,No respect at all,Hurts my learning some,Sometimes,Belong a little bit,Once in a while,Extremely difficult
stu-e1-470,n,Slightly concerned,Sometimes,Slightly excited,Slightly respectful,Once in a while,Completely understand,Somewhat positive,Almost never,A little bit of support,Slightly fair,Somewhat likely,No respect at all,Hurts my learning some,Once in a while,Belong somewhat,Once in a while,Somewhat difficult
stu-e1-471,y,Quite concerned,Frequently,Extremely excited,Quite respectful,Sometimes,Understand quite a bit,Somewhat positive,Almost never,Quite a bit of support,Very fair,Slightly likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong somewhat,Almost always,Slightly difficult
stu-e1-472,y,Slightly concerned,Almost never,Slightly excited,Slightly respectful,Sometimes,Understand a little,Slightly negative,Almost never,A little bit of support,Somewhat unfair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Frequently,Belong somewhat,Sometimes,Somewhat difficult
stu-e1-473,n,Slightly concerned,Almost never,Somewhat excited,Quite respectful,Almost never,Completely understand,Somewhat positive,Almost always,A little bit of support,Somewhat fair,Somewhat likely,A tremendous amount of respect,Helps my learning a little bit,Sometimes,Belong a little bit,Almost always,Extremely difficult
stu-e1-474,n,Slightly concerned,Once in a while,Somewhat excited,Slightly respectful,Sometimes,Understand a little,Somewhat negative,Frequently,Some support,Somewhat unfair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Almost always,Belong somewhat,Sometimes,Somewhat difficult
stu-e1-475,y,Slightly concerned,Almost never,Somewhat excited,Somewhat respectful,Sometimes,Understand somewhat,Slightly positive,Frequently,No support at all,Very fair,Slightly likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Once in a while,Somewhat difficult
stu-e1-476,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-477,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-478,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-479,n,Slightly concerned,Sometimes,Somewhat excited,Quite respectful,Frequently,Do not understand at all,Very negative,Frequently,A little bit of support,Slightly unfair,Extremely likely,A tremendous amount of respect,Neither helps nor hurts my learning,Almost always,Belong a little bit,Almost always,Extremely difficult
stu-e1-480,y,Quite concerned,Sometimes,Quite excited,Extremely respectful,Almost always,Do not understand at all,Very negative,Frequently,Quite a bit of support,Somewhat unfair,Extremely likely,Quite a bit of respect,Helps my learning some,Sometimes,Belong quite a bit,Almost always,Not at all difficult
stu-e1-481,y,Somewhat concerned,Sometimes,Somewhat excited,Somewhat respectful,Once in a while,Completely understand,Very positive,Frequently,A little bit of support,Neither unfair or fair,Somewhat likely,A tremendous amount of respect,Helps my learning some,Frequently,Belong a little bit,Frequently,Somewhat difficult
stu-e1-482,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-483,n,Slightly concerned,Once in a while,Not at all excited,Not at all respectful,Almost never,Understand quite a bit,Very positive,Almost always,Quite a bit of support,Somewhat fair,Somewhat likely,A tremendous amount of respect,Helps my learning a little bit,Once in a while,Belong somewhat,Once in a while,Not at all difficult
stu-e1-484,n,Slightly concerned,Once in a while,Slightly excited,Somewhat respectful,Once in a while,Understand somewhat,Neither negative or positive,Almost never,Some support,Slightly unfair,Quite likely,No respect at all,Hurts my learning a little bit,Almost always,Belong somewhat,Frequently,Slightly difficult
stu-e1-485,y,Somewhat concerned,Once in a while,Not at all excited,Not at all respectful,Almost always,Understand a little,Somewhat negative,Almost never,Some support,Very unfair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Sometimes,Belong quite a bit,Once in a while,Quite difficult
stu-e1-486,y,Slightly concerned,Almost never,Not at all excited,Somewhat respectful,Frequently,Understand somewhat,Neither negative or positive,Almost never,A tremendous amount of support,Slightly fair,Quite likely,A little bit of respect,Hurts my learning some,Almost never,Belong somewhat,Frequently,Slightly difficult
stu-e1-487,y,Extremely concerned,Frequently,Somewhat excited,Slightly respectful,Almost always,Understand somewhat,Slightly positive,Almost always,Quite a bit of support,Very fair,Slightly likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Almost never,Slightly difficult
stu-e1-488,n,Slightly concerned,Once in a while,Somewhat excited,Somewhat respectful,Almost never,Understand quite a bit,Very positive,Almost never,A little bit of support,Slightly fair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Almost never,Belong somewhat,Sometimes,Quite difficult
stu-e1-489,n,Not at all concerned,Almost never,Not at all excited,Somewhat respectful,Frequently,Understand somewhat,Slightly positive,Almost always,No support at all,Somewhat fair,Somewhat likely,A tremendous amount of respect,Helps my learning a little bit,Almost never,Completely belong,Sometimes,Quite difficult
stu-e1-490,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-491,y,Slightly concerned,Once in a while,Slightly excited,Somewhat respectful,Frequently,Do not understand at all,Neither negative or positive,Almost always,Some support,Slightly unfair,Extremely likely,Some respect,Helps my learning a little bit,Frequently,Do not belong at all,Frequently,Somewhat difficult
stu-e1-492,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e1-493,y,Quite concerned,Frequently,Quite excited,Somewhat respectful,Frequently,Understand a little,Neither negative or positive,Frequently,A tremendous amount of support,Slightly fair,Extremely likely,A tremendous amount of respect,Helps my learning a tremendous amount,Once in a while,Belong quite a bit,Frequently,Slightly difficult
stu-e1-494,n,Slightly concerned,Once in a while,Somewhat excited,Somewhat respectful,Once in a while,Understand quite a bit,Neither negative or positive,Sometimes,Quite a bit of support,Slightly unfair,Slightly likely,Quite a bit of respect,Helps my learning a tremendous amount,Frequently,Belong a little bit,Sometimes,Not at all difficult
stu-e1-495,y,Quite concerned,Sometimes,Slightly excited,Somewhat respectful,Once in a while,Understand somewhat,Slightly negative,Once in a while,No support at all,Very unfair,Slightly likely,A little bit of respect,Hurts my learning some,Frequently,Belong a little bit,Once in a while,Extremely difficult
stu-e1-496,y,Slightly concerned,Almost never,Not at all excited,Slightly respectful,Sometimes,Understand somewhat,Slightly negative,Frequently,Quite a bit of support,Somewhat unfair,Slightly likely,Quite a bit of respect,Helps my learning some,Frequently,Do not belong at all,Once in a while,Slightly difficult
